Skill,Count,Percentage,Definition,Evidence,Math Example
Strategic Substitution,2,0.14114326040931546,The ability to strategic substitution in mathematical problem-solving.,No evidence provided.,"<span style=""color:darkred""> Let  $(R,+,\cdot)$  be a ring and let  $f$  be a surjective endomorphism of  $R$  such that  $[x,f(x)]=0$  for any  $x\in R$  , where  $[a,b]=ab-ba$  ,  $a,b\in R$  . Prov..."
Alternative Representation,2,0.14114326040931546,The ability to alternative representation in mathematical problem-solving.,No evidence provided.,"Let $S$ be a set with six elements . Let $\mathcal{P}$ be the set of all subsets of $S.$ Subsets $A$ and $B$ of $S$ , not necessarily distinct, are chosen independently and at random from $\mathcal{P}..."
Analytical Decomposition,2,0.14114326040931546,The ability to analytical decomposition in mathematical problem-solving.,No evidence provided.,"Find the area of the region of the points such that the total of three tangent lines can be drawn to two parabolas  $y=x-x^2,\ y=a(x-x^2)\ (a\geq 2)$  in such a way that there existed the points of ta..."
Domain,2,0.14114326040931546,The ability to domain in mathematical problem-solving.,The solver applies specialized chemical knowledge throughout.,A decrease in activity in the electrophilic mononitration reaction (given that in all cases the mechanism of the reaction is the same) is observed in the sequence:
Constraint Application,2,0.14114326040931546,The ability to constraint application in mathematical problem-solving.,No evidence provided.,"How many positive integers have exactly three proper divisors (positive integral divisors excluding itself), each of which is less than 50?"
Mathematical Formalism,2,0.14114326040931546,The ability to mathematical formalism in mathematical problem-solving.,No evidence provided.,"Ten adults enter a room, remove their shoes, and toss their shoes into a pile. Later, a child randomly pairs each left shoe with a right shoe without regard to which shoes belong together. The probabi..."
Analogical Reasoning,2,0.14114326040931546,The ability to analogical reasoning in mathematical problem-solving.,No evidence provided.,"Let  $G_1$  and  $G_2$  be two finite groups such that for any finite group  $H$ , the number of group homomorphisms from  $G_1$  to  $H$  is equal to the number of group homomorphisms from  $G_2$  to..."
Verification and Consistency Checking,2,0.14114326040931546,The practice of validating intermediate results to ensure correctness and consistency.,"""Check if a+b = (7729+2929)/146 = 10658/146 = 73. Correct."" and ""Also C = (a+19, h) = (7729/146 + 19, h) = ... = (10503/146, h). Consistent.""","Trapezoid $ABCD^{}_{}$ has sides $AB=92^{}_{}$ , $BC=50^{}_{}$ , $CD=19^{}_{}$ , and $AD=70^{}_{}$ , with $AB^{}_{}$ parallel to $CD^{}_{}$ . A circle with center $P^{}_{}$ on $AB^{}_{}$ is drawn tang..."
Algebraic Transformation and Manipulation,2,0.14114326040931546,The ability to algebraic transformation and manipulation in mathematical problem-solving.,No evidence provided.,"Find the condition of  $a,b$  for which the function  $f(x)\ (0\leq x\leq 2\pi)$  satisfying the following equality can be determined uniquely,then determine  $f(x)$ , assuming that  $f(x) $  is a con..."
Case Analysis and Decomposition,2,0.14114326040931546,The ability to case analysis and decomposition in mathematical problem-solving.,No evidence provided.,"A frog begins at $P_0 = (0,0)$ and makes a sequence of jumps according to the following rule: from $P_n = (x_n, y_n),$ the frog jumps to $P_{n+1},$ which may be any of the points $(x_n + 7, y_n + 2),$..."
Trigonometric Identity Application,2,0.14114326040931546,The ability to recall and appropriately apply specialized trigonometric identities to transform complex expressions.,"""We can use the identity $\sin(3x) = 3\sin(x) - 4\sin^3(x)$, which implies $4\sin^3(x) = 3\sin(x) - \sin(3x)$. So, $\sin^3(x) = \frac{1}{4} (3\sin(x) - \sin(3x))$.""",Compute the nearest integer to $$100 \sum_{n=1}^{\infty} 3^{n} \sin ^{3}\left(\frac{\pi}{3^{n}}\right)$$
Multiple Representation Strategies,2,0.14114326040931546,The ability to multiple representation strategies in mathematical problem-solving.,No evidence provided.,"2.1. The change of the parcel temperature $T_{\text {parcel }}$ with altitude is defined by $\frac{d T_{\text {parcel }}}{d z}=-G$. Derive the expression of $G\left(T, T_{\text {parcel }}\right)$."
Geometric Interpretation,2,0.14114326040931546,The ability to geometric interpretation in mathematical problem-solving.,No evidence provided.,Determine all real numbers $ a$ such that the inequality $ |x^2 + 2ax + 3a|\le2$ has exactly one solution in $ x$.
Initial Condition Application,2,0.14114326040931546,The ability to use given boundary or initial conditions to determine specific constants in a general solution.,"- ""Now, we apply the initial condition y(1)=1.""
- ""1 = e^β(1/(α+β) - 1/(α+β)²) + Ce^(-α)""
- ""C = e^α(1 - e^β(α+β-1)/(α+β)²)""","For any real numbers $\alpha$ and $\beta$, let $y_{\alpha, \beta}(x), x \in \mathbb{R}$, be the solution of the differential equation"
Problem Reformulation and Representation,2,0.14114326040931546,The ability to problem reformulation and representation in mathematical problem-solving.,No evidence provided.,"Find the number of permutations of $1, 2, 3, 4, 5, 6$ such that for each $k$ with $1$ $\leq$ $k$ $\leq$ $5$ , at least one of the first $k$ terms of the permutation is greater than $k$ ."
Estimation and Approximation,2,0.14114326040931546,The ability to estimation and approximation in mathematical problem-solving.,No evidence provided.,"The following image is 1024 pixels by 1024 pixels, and each pixel is either black or white. The border defines the boundaries of the image, but is not part of the image. Let $a$ be the proportion of p..."
Case Analysis and Enumeration,2,0.14114326040931546,The ability to case analysis and enumeration in mathematical problem-solving.,No evidence provided.,"Find the number of permutations of $1, 2, 3, 4, 5, 6$ such that for each $k$ with $1$ $\leq$ $k$ $\leq$ $5$ , at least one of the first $k$ terms of the permutation is greater than $k$ ."
Geometric Insight,2,0.14114326040931546,The ability to geometric insight in mathematical problem-solving.,No evidence provided.,"Let $ABCD$ be a convex quadrilateral with $AB = CD = 10$ , $BC = 14$ , and $AD = 2\sqrt{65}$ . Assume that the diagonals of $ABCD$ intersect at point $P$ , and that the sum of the areas of triangles $..."
Knowledge Activation and Application,2,0.14114326040931546,The ability to knowledge activation and application in mathematical problem-solving.,No evidence provided.,"For any integer $k$, write $f_{k}(x)=\left(1+x^{2}\right)^{-1-k}$. When $k \geq 1$, find constants $c_{1}, c_{2}$ such that the function $y=\left(S f_{k}\right)(x)$ solves a second order differential ..."
Pattern Recognition and Algebraic Manipulation,2,0.14114326040931546,The ability to pattern recognition and algebraic manipulation in mathematical problem-solving.,No evidence provided.,Let $z$ be a complex number such that $z^{23} = 1$ and $z \neq 1.$  Find
Mathematical Reformulation,2,0.14114326040931546,The ability to mathematical reformulation in mathematical problem-solving.,No evidence provided.,"Let \( X(s, t) := \inf_{u \in [s,t]} \{W(u)\}, \) for standard Brownian motion \( W(t), \) starting at \( W(0) = 0. \) For any \( t > 1 \) and \( \varepsilon > 0, \) denote by \( f_{t, \varepsilon}(x)..."
Optimization Strategy,2,0.14114326040931546,The ability to optimization strategy in mathematical problem-solving.,No evidence provided.,"Adults made up $\frac5{12}$ of the crowd of people at a concert. After a bus carrying $50$ more people arrived, adults made up $\frac{11}{25}$ of the people at the concert. Find the minimum number of ..."
Solution Verification,2,0.14114326040931546,The ability to solution verification in mathematical problem-solving.,No evidence provided.,Find the continuous function  $f(x)$  such that the following equation holds  for any real number  $x$ .
Approximation,2,0.14114326040931546,The ability to approximation in mathematical problem-solving.,No evidence provided.,Find the ratio of forward-bias to reverse-bias currents when the same voltage 1.5 V is applied in both forward and reverse. Assume room temperature 293 K.
Iterative Refinement,2,0.14114326040931546,The ability to iterative refinement in mathematical problem-solving.,No evidence provided.,"The following image is 1024 pixels by 1024 pixels, and each pixel is either black or white. The border defines the boundaries of the image, but is not part of the image. Let $a$ be the proportion of p..."
Set,2,0.14114326040931546,The ability to set in mathematical problem-solving.,No evidence provided.,Let  $G$  be a group with  $m$  elements and let  $H$  be a proper subgroup of  $G$  with  $n$  elements. For each  $x\in G$  we denote  $H^x = \{ xhx^{-1} \mid h \in H \}$  and we suppose that  $H^x ...
Application of Domain,2,0.14114326040931546,The ability to application of domain in mathematical problem-solving.,No evidence provided.,Find the continuous function  $f(x)$  such that the following equation holds  for any real number  $x$ .
Equation Manipulation and Algebraic Reasoning,2,0.14114326040931546,The ability to equation manipulation and algebraic reasoning in mathematical problem-solving.,No evidence provided.,"Suppose you have a sphere tangent to the  $xy$ -plane with its center having positive  $z$ -coordinate.  If it is projected from a point  $P=(0,b,a)$  to the  $xy$ -plane, it gives the conic section  ..."
Domain Analysis,1,0.07057163020465773,Carefully considering the domains of functions to ensure mathematical validity.,"- ""On $(a,b)$, $|a-x| = x-a$ and $|b-x| = b-x$""
- ""Let $g(x) = f(x) + \ln(a-x) + \ln(b-x

Identified Skills:","Function  $f: [a,b]\to\mathbb{R}$ ,  $0<a<b$  is continuous on  $[a,b]$  and differentiable on  $(a,b)$ . Prove that there exists  $c\in(a,b)$  such that  \[ f'(c)=\frac1{a-c}+\frac1{b-c}+\frac1{a+b}...."
Geometric,1,0.07057163020465773,The ability to move fluidly between geometric intuition and algebraic representation.,"The solver translates the geometric concept of tangency into algebraic distance formulas:
```
The distance from P=(xp, 0) to the line 146hx - 7729y = 0 is r.","Trapezoid $ABCD^{}_{}$ has sides $AB=92^{}_{}$ , $BC=50^{}_{}$ , $CD=19^{}_{}$ , and $AD=70^{}_{}$ , with $AB^{}_{}$ parallel to $CD^{}_{}$ . A circle with center $P^{}_{}$ on $AB^{}_{}$ is drawn tang..."
Mathematical Reformulation and Restructuring,1,0.07057163020465773,The ability to rewrite a mathematical expression in an equivalent but more useful form to gain insight or simplify the problem.,"- ""Let's rewrite this state: $\left|\psi\right\rangle = \frac{\sqrt{6}}{6} |0\rangle (|0\rangle + |1\rangle) + \frac{\sqrt{3}}{3} |1\rangle (|0\rangle + |1\rangle)$""
- ""We can further normalize the second part: $|0\rangle + |1\rangle = \sqrt{2} \left( \frac{1}{\sqrt{2}} |0\rangle + \frac{1}{\sqrt{2}} |1\rangle \right)$.""",Consider this quantum state
Strategic Redirection,1,0.07057163020465773,The ability to recognize when a solution path is becoming unwieldy and pivot to a more promising approach.,"After extensive calculations with distance formulas, the solver pivots: ""Let's use the fact that the center of the circle lies on the angle bisector of the exterior angle between the lines containing AD and BC.""","Trapezoid $ABCD^{}_{}$ has sides $AB=92^{}_{}$ , $BC=50^{}_{}$ , $CD=19^{}_{}$ , and $AD=70^{}_{}$ , with $AB^{}_{}$ parallel to $CD^{}_{}$ . A circle with center $P^{}_{}$ on $AB^{}_{}$ is drawn tang..."
Dimensional Analysis and Unit Verification,1,0.07057163020465773,The ability to dimensional analysis and unit verification in mathematical problem-solving.,No evidence provided.,"Consider a container filled with argon, with molar mass $39.9 \mathrm{~g} \mathrm{~mol}^{-1}$ whose pressure is much smaller than that of atmospheric pressure. Suppose there is a plate of area $A=10 \..."
